word,count
멜로디,3
템포,3
극장,3
질문,3
성의,3
전형,3
블핑,3
멤버,3
속도,3
정체,3
제발,3
엄마,3
실제,3
종일,3
자꾸,3
이정,3
가사,3
직관,3
돌이,3
전부,3
각종,3
실수,3
강추,3
벅차오르다,3
갈수록,3
드림,3
모티브,3
작도,3
상치,3
우려,3
프랑스,3
의리,3
침략,3
창조,2
시너지,2
아래,2
뿌듯하다,2
편하다,2
엮어,2
댄스,2
표정,2
기획사,2
헐겁다,2
낭만,2
식당,2
마냥,2
탁월하다,2
관광객,2
아들,2
시기,2
유튜브,2
으레,2
보아,2
센스,2
언제,2
발란스,2
영리하다,2
주모,2
리듬,2
화보,2
종합,2
세트,2
간결하다,2
성과,2
쉽다,2
애니메이터,2
온갖,2
짬뽕,2
어이없다,2
컬러,2
다소,2
평면,2
불구,2
충실하다,2
은유,2
피상,2
불완전하다,2
문제,2
악마,2
불과하다,2
환하다,2
따름,2
히어로,2
존맛,2
당신,2
이러하다,2
유발,2
융합,2
카메라,2
순수하다,2
옳다,2
주장,2
먹기,2
영미권,2
바이브,2
참신,2
끝내,2
간지,2
활동,2
자랑스럽다,2
힘드다,2
의도,2
수정,2
진입,2
혼란,2
꿀잼,2
설화,2
스피디,2
국내,2
제작사,2
괴작,2
왕도,2
시놉시스,2
반성,2
성도,2
킬링,2
조선,2
분열,2
증명,2
컬처,2
구나,2
시즌,2
프로,2
박수,2
화이팅,2
구원,2
심금,2
본진,2
민화,2
오프닝,2
익살스럽다,2
단연,2
위기,2
고조,2
진솔하다,2
극적,2
호감,2
간다,2
저격,2
살짝,2
신경,2
소식,2
세심,2
의문,2
자기혐오,2
클리셰,2
김치찌개,2
건데,2
크로스,2
싱어,2
올린다,2
질감,2
남산타워,2
공원,2
깜짝,2
위상,2
캐디,2
남돌,2
잔뜩,2
포기,2
뿌리,2
강박,2
메이킹,2
민트,2
셰프,2
재료,2
트랙,2
넘버,2
거대,2
과장,2
금빛,2
신인,2
잡고,2
메이,2
그림,2
가게,2
대충,2
로부터,2
트렌드,2
건강하다,2
최대한,2
트렌디,2
여성,2
부터,2
한국사,2
무조건,2
이슈,2
화란,2
실재,2
병크,2
이즈,2
떡밥,2
적합하다,2
계기,2
흥행,2
믿음,2
자연스럽다,2
선명하다,2
만화영화,2
부럽다,2
성취,2
혼종,2
유일하다,2
연령,2
반전,2
상세,2
가깝다,2
미안하다,2
비교,2
목적,2
소개,2
고민,2
칭찬,2
도움,2
회사,2
구경,2
충족,2
어린이,2
라며,2
평이,2
아동,2
반복,2
시절,2
화하다,2
믹스,2
아예,2
아이템,2
사용,2
작용,2
경우,2
용기,2
청각,2
개성,2
팝팝,2
명곡,2
눈부시다,2
영향력,2
생기,2
할리우드,2
딱하다,2
해석,2
대중성,2
오리엔탈리즘,2
뇌절,2
마구,2
거부,2
흔적,2
상상력,2
첨가,2
성하다,2
초딩,2
애기,2
연속,2
마가,2
일지,2
쏠쏠하다,2
엄청나다,2
플리,2
제작자,2
짜릿하다,2
미감,2
촌스럽다,2
자유롭다,2
의심,2
여주,2
각성,2
난리,2
놀래다,2
눈치,2
자세하다,2
의아,2
충분,2
무기,2
뒤늦다,2
안타깝다,2
부족함,2
섹시,2
다운,2
치부,2
애니메,2
아이러니,2
선조,2
떼창,2
자의,2
본적,2
명료하다,2
기강,2
토속,2
점도,2
나중,2
접목,2
결론,2
대신,2
아이브,2
베이스,2
귀하다,2
베이비,2
전통미,2
픽사,2
몇번,2
줄거리,2
영원하다,2
몰입도,2
용하다,2
초월,2
보편,2
도감,2
얼른,2
전통문화,2
숨기,2
다정하다,2
오컬트,2
장물,2
예고편,2
개봉,2
종종,2
엑소,2
아무,2
대사,2
한국말,2
명의,2
뚜렷하다,2
차고,2
집착,2
항상,2
끼리,2
타워,2
오열,2
만드,2
소녀,2
직면,2
상대,2
보이스,2
주기,2
깨달음,2
얼마,2
뉴욕,2
색다르다,2
루진우,2
응원,2
드물다,2
삼박자,2
힘들다,2
긍정,2
일본,2
룰라,2
다가,2
공연장,2
지네,2
몰래,2
소름,2
볼때,2
적임,2
자주,2
가능하다,2
왤케,2
성은,2
회피,2
어쩌면,2
관점,2
체르노빌,2
성우,2
수출,2
미디어,2
혼자,2
의지,2
예전,2
열광하다,2
부족하다,2
학교,2
장식,2
코리안,2
만족,2
아프다,2
후기,2
가족,2
뭉클하다,2
급전,2
잘만,2
야야,2
인류,2
자연과학,2
사슬,1
스웅,1
웅니들,1
무리하다,1
대가리,1
박아,1
푸른,1
새벽,1
지기,1
붉다,1
노을,1
처맛,1
자락,1
길거리,1
이전,1
독자,1
반드시,1
듣기,1
품질,1
각별,1
시청각,1
시퀀스,1
연예,1
투자,1
체육관,1
광부,1
위원회,1
지원,1
비디오,1
스타일리시,1
고금,1
둘째,1
협찬,1
절묘하다,1
모형,1
빛깔,1
미묘하다,1
지향,1
바이,1
어벤져스,1
후킹,1
단번,1
과시,1
새삼,1
박사학위,1
온몸,1
왈깍,1
달라,1
무시,1
사대주의,1
선입견,1
소모,1
